stableEdge,priv_auto,on_demand,carpool,walking,biking,total,direction,streetName,Year,Type,yearbinary,treatment
"14625387562331102282",1564,6,290,60,36,2627,NW,East Capitol Street,2019,Controls,0,0
"4249856494152575072",40068,545,6941,37,0,49478,NW,Southeast Freeway,2019,Controls,0,0
"2787475808444508281",32450,395,5294,0,0,39248,NW,Southeast Boulevard Southeast,2019,Controls,0,0
"7762270056579600290",42354,1187,28596,36,0,72997,NW,Center Leg Freeway,2019,Controls,0,0
"593744076058055621",18655,824,8671,66,0,29493,NW,12th Street Expressway,2019,Controls,0,0
"620963224349264843",27681,340,4436,0,0,33546,NW,Southeast Freeway,2019,Controls,0,0
"8661404032030102276",42354,1187,28596,207,0,73168,NW,Center Leg Freeway,2019,Controls,0,0
"5813250796556106099",40065,545,6941,34,0,47870,NW,Southeast Freeway,2019,Controls,0,0
"6811693667104612745",40065,545,6941,60,0,47896,NW,Southeast Freeway,2019,Controls,0,0
"14589573599139196964",32450,395,5294,0,0,39248,NW,Southeast Boulevard Southeast,2019,Controls,0,0
"15668740556602268043",14191,459,6374,0,0,22042,NW,I 66,2019,Controls,0,0
"8965201792052114047",27681,340,4436,37,0,33582,NW,Southeast Freeway,2019,Controls,0,0
"14278801625319486448",2597,126,546,0,0,3306,NW,US 50,2019,Controls,0,0
"6382725501501144394",27681,340,4436,37,0,33582,NW,Southeast Freeway,2019,Controls,0,0
"11842397407098321830",26361,922,14529,341,0,43586,NW,Potomac Freeway,2019,Controls,0,0
"17506700134683785500",40095,545,6942,37,0,49506,NW,Southeast Freeway,2019,Controls,0,0
"15885455115065246011",552,40,159,0,0,775,NW,US 50,2019,Controls,0,0
"5643965984326933575",26361,922,14529,269,0,43561,NW,Potomac Freeway,2019,Controls,0,0
"15611188874189094309",40065,545,6941,0,89,47925,NW,Southeast Freeway,2019,Controls,0,0
"15200449075332228187",40065,545,6941,0,89,47925,NW,Southeast Freeway,2019,Controls,0,0
"6509113820725226816",41960,643,7499,0,0,51605,NW,Southeast Freeway,2019,Controls,0,0
"12392724683277880671",13285,478,3561,178,0,17763,NW,12th Street Expressway,2019,Controls,0,0
"7477779307686263750",36487,1123,25610,0,2,64209,NW,Potomac Freeway,2019,Controls,0,0
"3365818778752840629",40065,545,6941,34,0,47870,NW,Southeast Freeway,2019,Controls,0,0
"16561988619326948799",40068,545,6941,37,0,49478,NW,Southeast Freeway,2019,Controls,0,0
"11306374826151805447",32558,920,18250,46,929,53121,NW,Maine Avenue Southwest,2019,Controls,0,0
"7512449611685488505",45832,1494,32312,42,143,81137,NW,Independence Avenue Southwest,2019,Controls,0,0
"261952886895666604",45832,1494,32312,42,143,81137,NW,Independence Avenue Southwest,2019,Controls,0,0
"15659305982746196877",32453,917,18205,57,83,52125,NW,Maine Avenue Southwest,2019,Controls,0,0
"5797929541806062321",11008,444,3548,18,390,15414,NW,Rock Creek and Potomac Parkway Northwest,2019,Controls,0,0
"4488588168436153469",40811,1227,27963,4,1,71178,NW,Independence Avenue Southwest,2019,Controls,0,0
"11003115209293643343",32453,917,18205,46,81,52167,NW,Maine Avenue Southwest,2019,Controls,0,0
"1393359407927683468",32453,917,18205,62,99,52146,NW,Maine Avenue Southwest,2019,Controls,0,0
"8317124338259544555",4117,102,2158,0,3,6385,NW,Rock Creek and Potomac Parkway Northwest,2019,Controls,0,0
"11876385240623185287",32453,917,18205,36,106,52141,NW,Maine Avenue Southwest,2019,Controls,0,0
"14540647074400298093",10968,453,3675,828,8,15936,NW,Rock Creek and Potomac Parkway Northwest,2019,Controls,0,0
"18014656412238367318",11207,468,3830,56,10,15581,NW,Rock Creek and Potomac Parkway Northwest,2019,Controls,0,0
"11410386987359507199",32613,921,18276,66,936,53240,NW,Maine Avenue Southwest,2019,Controls,0,0
"11171056252839501129",11064,445,3555,4,5,15079,NW,Rock Creek and Potomac Parkway Northwest,2019,Controls,0,0
"14828097444818602106",18865,615,5923,14,0,25442,NW,Rock Creek and Potomac Parkway Northwest,2019,Controls,0,0
"3003669149472917991",15296,472,3587,230,266,19851,NW,Rock Creek and Potomac Parkway Northwest,2019,Controls,0,0
"2422295796818885646",17786,688,4316,123,497,23412,NW,Rock Creek and Potomac Parkway NW,2019,Controls,0,0
"12683188479573064396",45896,1495,32312,42,143,81192,NW,Independence Avenue Southwest,2019,Controls,0,0
"6563312415917433206",32453,917,18205,62,561,52608,NW,Maine Avenue Southwest,2019,Controls,0,0
"11780511875277721075",10968,453,3675,812,8,15920,NW,Rock Creek and Potomac Parkway Northwest,2019,Controls,0,0
"12970870738151112842",4085,99,2119,0,3,6311,NW,Rock Creek and Potomac Parkway Northwest,2019,Controls,0,0
"13442429979746242866",31706,2224,40976,88,17,78807,NW,14th St SW,2019,Controls,0,0
"6751574528533206386",3549,161,1719,59,477,6106,NW,Maine Avenue Southwest,2019,Controls,0,0
"11628377714114457298",32557,916,18232,71,478,52653,NW,Maine Avenue Southwest,2019,Controls,0,0
"10955094495447925438",36304,1018,24233,3,1,62772,NW,Independence Avenue Southwest,2019,Controls,0,0
"15809325532323920882",6923,345,1430,2,0,8701,NW,Parkway Drive Northwest,2019,Controls,0,0
"4994617665995125122",6923,345,1433,11,337,9050,NW,Parkway Drive Northwest,2019,Controls,0,0
"16868250454824170951",34022,996,19232,54,477,55219,NW,Maine Avenue Southwest,2019,Controls,0,0
"17128275454382170636",17728,688,4306,123,497,23342,NW,Rock Creek and Potomac Parkway Northwest,2019,Controls,0,0
"9850486778794975363",3967,96,2067,0,3,6133,NW,Rock Creek and Potomac Parkway Northwest,2019,Controls,0,0
"15166520744918863389",3967,96,2067,0,3,6133,NW,Rock Creek and Potomac Parkway Northwest,2019,Controls,0,0
"8962298764503817828",32557,916,18232,63,479,52646,NW,Maine Avenue Southwest,2019,Controls,0,0
"17503760431209372503",18078,812,7573,187,104,28794,NW,Massachusetts Avenue Northwest,2019,Controls,0,0
"367731647053784392",14249,612,5459,250,109,22255,NW,Massachusetts Avenue Northwest,2019,Controls,0,0
"13479952188721544703",9162,595,3852,1011,233,17835,NW,Connecticut Avenue Northwest,2019,Controls,0,0
"6591474508493297021",16172,436,9734,297,164,29217,NW,Florida Avenue Northwest,2019,Controls,0,0
"3961413161182669494",17896,801,7411,51,14,28205,NW,Massachusetts Avenue Northwest,2019,Controls,0,0
"6637010086835941907",6409,335,1546,983,405,12456,NW,Dupont Circle Northwest,2019,Controls,0,0
"16586878012939272403",2020,54,1827,178,2,4104,NW,Brentwood Parkway Northeast,2019,Controls,0,0
"703766343104107602",17019,1774,26863,631,208,50172,NW,Washington Circle NW,2019,Controls,0,0
"16630174950955301983",11701,232,6426,741,1100,22790,NW,Florida Avenue Northeast,2019,Controls,0,0
"44231656815702325",18965,769,9519,437,3,30748,NW,Massachusetts Avenue Northwest,2019,Controls,0,0
"14653053530905839211",9346,545,3161,754,526,17461,NW,Connecticut Avenue Northwest,2019,Controls,0,0
"4931217446926587055",14028,543,5173,1024,60,21513,NW,Massachusetts Avenue Northwest,2019,Controls,0,0
"12486628512975550196",14031,543,5176,1027,60,21522,NW,Massachusetts Avenue Northwest,2019,Controls,0,0
"6946015387444132392",5331,249,2500,1543,65,12400,NW,Pennsylvania Avenue Northwest,2019,Controls,0,0
"8384212432782267933",6584,349,4344,128,1682,14535,NW,Pennsylvania Avenue Northwest,2019,Controls,0,0
"2772995104045137171",21994,448,16548,873,143,43353,NW,Pennsylvania Avenue Southeast,2019,Controls,0,0
"3804348402742973264",8283,376,4183,1583,65,17199,NW,Pennsylvania Avenue Northwest,2019,Controls,0,0
"7461282349723982744",4003,176,1827,164,357,7023,NW,Maine Avenue Southwest,2019,Controls,0,0
"8770295111864602927",22911,449,17619,568,40,45144,NW,Pennsylvania Avenue Southeast,2019,Controls,0,0
"5231390464641000367",36,1,7,59,360,467,NW,15th Street Northwest,2019,Controls,0,0
"16106913904138064016",581,9,329,152,47,1547,NW,Massachusetts Avenue Southeast,2019,Controls,0,0
"11261611482513978723",27239,673,16268,170,426,47324,NW,Florida Avenue Northeast,2019,Controls,0,0
"2018615638195198784",6597,106,2142,501,160,11420,NW,9th Street Northeast,2019,Controls,0,0
"15960762828694814758",24253,1276,13852,441,30,41584,NW,Massachusetts Avenue Northwest,2019,Controls,0,0
"10755308243081083695",16147,411,11315,638,146,31175,NW,Florida Avenue Northwest,2019,Controls,0,0
"7517793867693416117",6671,67,1032,3,597,8678,NW,Irving Street Northeast,2019,Controls,0,0
"15335337260688315462",22734,535,13621,126,354,38100,NW,Washington Avenue Southwest,2019,Controls,0,0
"5693333881326178082",4901,269,1276,341,0,7983,NW,Connecticut Avenue Northwest,2019,Controls,0,0
"13176382831372055779",18107,818,7607,339,110,29020,NW,Massachusetts Avenue Northwest,2019,Controls,0,0
"5307729975698065462",21570,491,12999,126,219,36115,NW,Washington Avenue Southwest,2019,Controls,0,0
"1966021368538967277",10227,338,9877,311,389,21854,NW,Washington Avenue Southwest,2019,Controls,0,0
"447212116368848752",11723,243,6448,533,937,22211,NW,Florida Avenue Northeast,2019,Controls,0,0
"8721418468764294383",16515,759,6908,5,59,26283,NW,Massachusetts Avenue Northwest,2019,Controls,0,0
"2981425101986232662",6635,553,1725,1202,70,12888,NW,14th Street Northwest,2019,Controls,0,0
"206046565919548956",14012,547,5157,1040,58,21499,NW,Massachusetts Avenue Northwest,2019,Controls,0,0
"2388676793119722670",10227,338,9877,152,389,21690,NW,Washington Avenue Southwest,2019,Controls,0,0
"17196756322494981314",773,66,697,200,263,2015,NW,Virginia Avenue Northwest,2019,Controls,0,0
"16867360000824553980",17890,800,7447,48,14,28222,NW,Massachusetts Avenue Northwest,2019,Controls,0,0
"4956609752387407162",4901,269,1276,106,0,7748,NW,Connecticut Avenue Northwest,2019,Controls,0,0
"3136892969782031678",14419,560,9834,167,1745,29198,NW,Pennsylvania Avenue Northwest,2019,Controls,0,0
"8762981199909380240",10227,338,9877,132,389,21670,NW,Washington Avenue Southwest,2019,Controls,0,0
"3716072177600282299",4028,222,2324,881,21,10154,NW,Pennsylvania Avenue Northwest,2019,Controls,0,0
"9844628278466322741",14032,548,5166,1034,60,21525,NW,Massachusetts Avenue Northwest,2019,Controls,0,0
"14725763071019501789",36,1,7,83,290,418,NW,15th Street Northwest,2019,Controls,0,0
"13924469452729879052",21194,464,16794,505,18,42344,NW,Pennsylvania Avenue Southeast,2019,Controls,0,0
"4602852889422190288",4003,176,1827,193,372,7067,NW,Maine Avenue Southwest,2019,Controls,0,0
"15196226695608268095",14419,560,9834,165,1745,29170,NW,Pennsylvania Avenue Northwest,2019,Controls,0,0
"732697050542034615",5688,291,3493,45,2029,14389,NW,Pennsylvania Avenue Northwest,2019,Controls,0,0
"8032089038071261850",19018,775,9620,359,8,30841,NW,Massachusetts Avenue Northwest,2019,Controls,0,0
"5314025953197347033",36,1,7,61,360,469,NW,15th Street Northwest,2019,Controls,0,0
"1891708224362022417",14192,611,5428,229,107,22290,NW,Massachusetts Avenue Northwest,2019,Controls,0,0
"12040199538145675899",18108,817,7600,337,110,29011,NW,Massachusetts Avenue Northwest,2019,Controls,0,0
"5425773842125113739",663,20,227,13,2,1004,NW,Maine Avenue Southwest,2019,Controls,0,0
"8617243453559797555",13902,490,4864,351,226,21680,NW,Logan Circle Northwest,2019,Controls,0,0
"11572735175623835049",22914,535,13671,179,407,38472,NW,Washington Avenue Southwest,2019,Controls,0,0
"2425158278669230766",11202,432,3397,291,79,16354,NW,Connecticut Avenue Northwest,2019,Controls,0,0
"16375265474624031456",8214,416,2014,492,133,14240,NW,Connecticut Avenue Northwest,2019,Controls,0,0
"13346225381270798681",4896,270,1275,764,107,8508,NW,Connecticut Avenue Northwest,2019,Controls,0,0
"14807072489957004270",17027,475,10595,597,370,31529,NW,Florida Avenue Northwest,2019,Controls,0,0
"14194063461939039013",11540,131,4803,216,12,17414,NW,Florida Avenue Northeast,2019,Controls,0,0
"17273743778986392268",7728,446,5050,13,1675,16673,NW,Pennsylvania Avenue Northwest,2019,Controls,0,0
"4650913760211482641",21317,453,16554,639,0,42402,NW,Pennsylvania Avenue Southeast,2019,Controls,0,0
"16324323862755259531",17891,803,7418,56,13,28213,NW,Massachusetts Avenue Northwest,2019,Controls,0,0
"2297268170853574389",10895,420,3222,106,82,15696,NW,Connecticut Avenue Northwest,2019,Controls,0,0
"2916556751156635871",3654,156,1638,175,345,6440,NW,Maine Avenue Southwest,2019,Controls,0,0
"6042511327462015",4901,269,1276,57,0,7699,NW,Connecticut Avenue Northwest,2019,Controls,0,0
"6761102403885173643",8335,382,8122,58,143,17424,NW,6th Street Northwest,2019,Controls,0,0
"11182254391010234792",14018,527,5305,1098,10,21671,NW,Massachusetts Avenue Northwest,2019,Controls,0,0
"4131102854140152824",11360,129,4855,98,3,17160,NW,Florida Avenue Northeast,2019,Controls,0,0
"13193518211349733554",3220,102,1188,211,0,5183,NW,Maine Avenue Southwest,2019,Controls,0,0
"16678300104054327650",10724,279,9159,226,14,23770,NW,Independence Avenue Southeast,2019,Controls,0,0
"18112780952928663138",14015,549,5164,902,58,21364,NW,Massachusetts Avenue Northwest,2019,Controls,0,0
"13352732186116202372",13684,527,9308,171,3,25502,NW,Pennsylvania Avenue Northwest,2019,Controls,0,0
"330749264837794710",4220,161,1867,190,345,7282,NW,Maine Avenue Southwest,2019,Controls,0,0
"3340657524244070086",10855,686,3702,764,150,18946,NW,Connecticut Avenue Northwest,2019,Controls,0,0
"18053921407836957488",12813,943,4649,2080,1632,24929,NW,Thomas Circle Northwest,2019,Controls,0,0
"7920977995022095236",22775,533,13594,179,406,38217,NW,Washington Avenue Southwest,2019,Controls,0,0
"12505160516047067551",6533,321,3722,29,1980,15912,NW,Pennsylvania Avenue Northwest,2019,Controls,0,0
"13532947726310708192",3770,204,2003,1407,19,10047,NW,Pennsylvania Avenue Northwest,2019,Controls,0,0
"14084632599063477082",13958,570,5117,897,337,21552,NW,Massachusetts Avenue Northwest,2019,Controls,0,0
"9957556141057996380",16192,442,9849,89,387,27818,NW,Florida Avenue Northwest,2019,Controls,0,0
"12781789625168782207",6293,314,4003,128,1659,13845,NW,Pennsylvania Avenue Northwest,2019,Controls,0,0
"11980473189361336482",3233,62,1354,27,385,6290,NW,Massachusetts Avenue Northeast,2019,Controls,0,0
"2925999520302902990",15770,403,10781,657,471,30567,NW,Florida Avenue Northwest,2019,Controls,0,0
"12531202308378465174",21570,491,12999,125,219,36118,NW,Washington Avenue Southwest,2019,Controls,0,0
"118110846013355275",27883,479,18736,274,41,54550,NW,Pennsylvania Ave SE,2019,Controls,0,0
"15091103780221019127",27212,666,16211,124,416,47176,NW,Florida Avenue Northeast,2019,Controls,0,0
"18283690813464099322",14047,498,4905,644,1738,23717,NW,Logan Circle Northwest,2019,Controls,0,0
"8508157409842112431",10888,411,3134,163,103,15636,NW,Connecticut Avenue Northwest,2019,Controls,0,0
"10657425523170872929",14215,619,5434,192,111,22314,NW,Massachusetts Avenue Northwest,2019,Controls,0,0
"15467536527443346796",14031,543,5176,1027,60,21522,NW,Massachusetts Avenue Northwest,2019,Controls,0,0
"16749709413353158062",10756,345,13669,116,50,25555,NW,Canal Street Southwest,2019,Controls,0,0
"9074191444567179164",19731,478,13788,1115,69,37863,NW,Massachusetts Avenue Northeast,2019,Controls,0,0
"3481421786168823731",9143,248,5406,83,478,17975,NW,Massachusetts Avenue Northeast,2019,Controls,0,0
"7072284002868796405",18104,816,7598,185,110,28855,NW,Massachusetts Avenue Northwest,2019,Controls,0,0
"15508878456112806238",56,5,42,15,460,607,NW,Ohio Drive Southwest,2019,Controls,0,0
"15829347677881651497",20467,574,13576,526,99,37929,NW,Florida Avenue Northwest,2019,Controls,0,0
"15148435280121151296",22742,453,17573,673,0,45085,NW,Pennsylvania Avenue Southeast,2019,Controls,0,0
"4050583200349351015",19454,810,9690,92,222,31337,NW,Massachusetts Avenue Northwest,2019,Controls,0,0
"9131957593344772089",5349,249,2516,1268,41,12134,NW,Pennsylvania Avenue Northwest,2019,Controls,0,0
"16716036016230494451",6868,334,3905,25,2055,16541,NW,Pennsylvania Avenue Northwest,2019,Controls,0,0
"6892153670697016763",24192,1270,13799,1402,10,42393,NW,Massachusetts Avenue Northwest,2019,Controls,0,0
"6811673865781994870",14264,616,5431,32,112,22191,NW,Massachusetts Avenue Northwest,2019,Controls,0,0
"17524296221261156014",7526,192,4192,12,1,13966,NW,C St NE,2019,Controls,0,0
"1146793459491201792",14215,611,5440,249,108,22354,NW,Massachusetts Avenue Northwest,2019,Controls,0,0
"13561798592223691463",6380,310,3679,374,13,14142,NW,Pennsylvania Avenue Northwest,2019,Controls,0,0
"10963674831994314493",13567,568,13904,143,22,29059,NW,Independence Avenue Southwest,2019,Controls,0,0
"7328969638528847963",8421,429,2232,513,153,14853,NW,Connecticut Avenue Northwest,2019,Controls,0,0
"7160210344779600157",14029,547,5166,1026,60,21513,NW,Massachusetts Avenue Northwest,2019,Controls,0,0
"5722137945318556752",10879,830,8721,1877,2,23266,NW,16th Street,2019,Controls,0,0
"859341202554034217",620,8,313,76,41,1480,NW,Massachusetts Avenue Southeast,2019,Controls,0,0
"15809529010192984585",16301,443,9804,66,409,29478,NW,Florida Avenue Northwest,2019,Controls,0,0
"11300164015966381950",14215,619,5434,199,111,22315,NW,Massachusetts Avenue Northwest,2019,Controls,0,0
"1684134484673770252",9981,508,2374,1536,963,18798,NW,Dupont Circle Northwest,2019,Controls,0,0
"1088341781493224870",10227,338,9877,132,389,21699,NW,Washington Avenue Southwest,2019,Controls,0,0
"11313107916396271131",6534,323,3720,293,2,14328,NW,Pennsylvania Avenue Northwest,2019,Controls,0,0
"2990635154018433771",14032,548,5166,1034,60,21525,NW,Massachusetts Avenue Northwest,2019,Controls,0,0
"9754822999941006660",21538,413,15754,718,24,41815,NW,Pennsylvania Avenue Southeast,2019,Controls,0,0
"3706290007633905868",13550,352,9507,502,4,26340,NW,Florida Avenue Northwest,2019,Controls,0,0
"6102887769431509033",5721,348,2794,1151,1005,11124,NW,Thomas Circle Northwest,2019,Controls,0,0
"10455863313746635804",3776,198,2071,1272,37,9998,NW,Pennsylvania Avenue Northwest,2019,Controls,0,0
"2689225271515110285",10950,155,5540,469,977,18885,NW,Florida Avenue Northeast,2019,Controls,0,0
"17638340563025274694",27278,673,16291,119,426,47335,NW,Florida Avenue Northeast,2019,Controls,0,0
"10164708875374575149",23798,1960,36056,793,248,66625,NW,Washington Circle NW,2019,Controls,0,0
"11204440624748095442",16642,770,6960,86,130,26460,NW,Massachusetts Avenue Northwest,2019,Controls,0,0
"2678153438569204934",10226,338,9877,201,389,21738,NW,Washington Avenue Southwest,2019,Controls,0,0
"3574282874232374624",11558,135,4819,288,12,17523,NW,Florida Avenue Northeast,2019,Controls,0,0
"10184490275796503883",6653,555,1728,1211,70,12920,NW,14th Street Northwest,2019,Controls,0,0
"5762902537189630479",18107,818,7609,336,110,29019,NW,Massachusetts Avenue Northwest,2019,Controls,0,0
"14844645040009271129",16515,759,6908,163,59,26441,NW,Massachusetts Avenue Northwest,2019,Controls,0,0
"580154195282783732",16620,761,6948,219,86,26671,NW,Sheridan Circle Northwest,2019,Controls,0,0
"7629456617360196196",6364,303,3662,55,1671,15639,NW,Pennsylvania Avenue Northwest,2019,Controls,0,0
"5304670550102906898",6597,106,2142,501,160,11429,NW,Brentwood Parkway Northeast,2019,Controls,0,0
"4699594009074659363",22734,535,13621,126,354,38100,NW,Washington Avenue Southwest,2019,Controls,0,0
"11328691060520908917",17891,803,7418,56,13,28213,NW,Massachusetts Avenue Northwest,2019,Controls,0,0
"13610221523975603818",8412,236,5169,593,0,16972,NW,Massachusetts Avenue Northeast,2019,Controls,0,0
"1576558876891321533",7883,162,3904,69,363,14073,NW,Massachusetts Avenue Northeast,2019,Controls,0,0
"9034839627250380754",3776,198,2071,1272,37,10016,NW,Pennsylvania Avenue Northwest,2019,Controls,0,0
"8820707114058977190",16109,439,9735,96,384,27617,NW,Florida Avenue Northwest,2019,Controls,0,0
"16422316629923108306",4358,178,1822,120,350,7338,NW,Maine Avenue Southwest,2019,Controls,0,0
"964516932067177219",1810,28,1074,13,457,4641,NW,East Capitol Street Northeast,2019,Controls,0,0
"2089680016238200596",9086,591,3701,941,224,17480,NW,Connecticut Avenue Northwest,2019,Controls,0,0
"7078134531302446454",14018,527,5305,750,10,21326,NW,Massachusetts Avenue Northwest,2019,Controls,0,0
"14104097812858652494",17889,801,7397,47,14,28179,NW,Massachusetts Avenue Northwest,2019,Controls,0,0
"6266619523735782825",6409,335,1546,2271,404,13743,NW,Dupont Circle Northwest,2019,Controls,0,0
"8325010063292942512",3206,61,1327,181,525,6528,NW,Massachusetts Avenue Northeast,2019,Controls,0,0
"2190266061984399805",4003,176,1827,193,372,7067,NW,Maine Avenue Southwest,2019,Controls,0,0
"16770680319703696623",5688,291,3493,45,2029,14389,NW,Pennsylvania Avenue Northwest,2019,Controls,0,0
"15141797293531638483",11662,194,6282,635,1065,22400,NW,Florida Avenue Northeast,2019,Controls,0,0
"4175055249809231469",11692,174,3433,64,20,16191,NW,C Street Northeast,2019,Controls,0,0
"17052862459315943231",13519,522,9207,165,825,26047,NW,Pennsylvania Avenue Northwest,2019,Controls,0,0
"4880726859193539218",16567,760,6920,153,86,25569,NW,Sheridan Circle Northwest,2019,Controls,0,0
"6383885378670735105",14212,612,5419,38,112,22130,NW,Massachusetts Avenue Northwest,2019,Controls,0,0
"6532652216690481729",3825,211,2050,1324,30,10084,NW,Pennsylvania Avenue Northwest,2019,Controls,0,0
"9176369961127616411",13958,570,5117,911,337,21566,NW,Massachusetts Avenue Northwest,2019,Controls,0,0
"3138791279277197476",10226,338,9877,179,407,21734,NW,Washington Avenue Southwest,2019,Controls,0,0
"2062349546831115118",582,9,327,77,43,1482,NW,Massachusetts Avenue Southeast,2019,Controls,0,0
"8062065997120334009",21292,465,16819,568,18,42525,NW,Pennsylvania Avenue Southeast,2019,Controls,0,0
"10775746560275898123",4967,275,1332,1042,25,8837,NW,Connecticut Avenue Northwest,2019,Controls,0,0
"15296463136108183081",20485,574,13575,560,98,37969,NW,Florida Avenue Northwest,2019,Controls,0,0
"2122428830759276041",5688,291,3493,23,2029,14371,NW,Pennsylvania Avenue Northwest,2019,Controls,0,0
"900979510090921983",3153,174,2299,180,43,5953,NW,Pennsylvania Avenue Northwest,2019,Controls,0,0
"12679842145843264436",16101,439,9709,235,170,29107,NW,Florida Avenue Northwest,2019,Controls,0,0
"18432523906928135251",18107,818,7607,338,110,29019,NW,Massachusetts Avenue Northwest,2019,Controls,0,0
"3385604484705670767",2250,65,677,272,156,4265,NW,Maine Avenue Southwest,2019,Controls,0,0
"10640814418426320735",17889,801,7405,48,13,28188,NW,Massachusetts Avenue Northwest,2019,Controls,0,0
"9552509787076931123",11680,138,4967,73,3,17589,NW,Florida Avenue Northeast,2019,Controls,0,0
"1388563694511902735",27306,664,16285,412,1433,48652,NW,Florida Avenue Northeast,2019,Controls,0,0
"18148515783783484071",8239,380,4128,741,10,16193,NW,Pennsylvania Avenue Northwest,2019,Controls,0,0
"17016578498021164651",3034,55,1163,114,461,6053,NW,Massachusetts Avenue Northeast,2019,Controls,0,0
"14598748702426554717",18102,816,7598,186,110,28854,NW,Massachusetts Avenue Northwest,2019,Controls,0,0
"12456732719866227058",14208,611,5439,249,108,22191,NW,Massachusetts Avenue Northwest,2019,Controls,0,0
"11914538527640391010",19731,478,13788,817,125,37628,NW,Massachusetts Avenue Northeast,2019,Controls,0,0
"17919290897592994226",32,5,26,15,462,555,NW,Ohio Drive Southwest,2019,Controls,0,0
"12819450066490626091",11305,728,3902,369,107,19213,NW,Connecticut Avenue Northwest,2019,Controls,0,0
"7195395555318773009",16515,759,6908,8,59,26289,NW,Massachusetts Avenue Northwest,2019,Controls,0,0
"11330563738285418666",14072,525,5330,502,11,21153,NW,Massachusetts Avenue Northwest,2019,Controls,0,0
"990123801711565798",16515,759,6908,8,59,26286,NW,Massachusetts Avenue Northwest,2019,Controls,0,0
"2312532988035749236",6131,136,3681,36,376,11858,NW,Massachusetts Avenue Northeast,2019,Controls,0,0
"3774879827917225648",24604,1333,14164,2159,14,44021,NW,Scott Circle Northwest,2019,Controls,0,0
"13445388169780174136",11708,225,6423,718,1083,22627,NW,Florida Avenue Northeast,2019,Controls,0,0
"15086285274817431524",12036,165,5313,94,145,18730,NW,Florida Avenue Northeast,2019,Controls,0,0
"17535661605553194605",10834,406,3087,46,103,15409,NW,Connecticut Avenue Northwest,2019,Controls,0,0
"18413933684936281087",6934,306,3507,13,1678,14214,NW,Pennsylvania Avenue Northwest,2019,Controls,0,0
"17372891818521145713",14419,560,9834,167,1745,29178,NW,Pennsylvania Avenue Northwest,2019,Controls,0,0
"5395992855893045837",6868,334,3905,23,2059,16543,NW,Pennsylvania Avenue Northwest,2019,Controls,0,0
"17706812244906088691",9346,545,3161,571,208,16960,NW,Connecticut Avenue Northwest,2019,Controls,0,0
"1695154237431297493",21999,455,16661,634,34,43166,NW,Pennsylvania Avenue Southeast,2019,Controls,0,0
"17036169821801814599",713,22,273,15,0,1104,NW,Maine Avenue Southwest,2019,Controls,0,0
"7651031878574711424",18107,818,7607,338,110,29019,NW,Massachusetts Avenue Northwest,2019,Controls,0,0
"16192877129106796502",11680,138,4967,254,51,17803,NW,Florida Avenue Northeast,2019,Controls,0,0
"9312158334972802207",14225,611,5421,25,111,22129,NW,Massachusetts Avenue Northwest,2019,Controls,0,0
"12188767532086039437",17925,802,7444,73,17,28294,NW,Massachusetts Avenue Northwest,2019,Controls,0,0
"8154091665597181428",3206,61,1327,181,525,6528,NW,Massachusetts Avenue Northeast,2019,Controls,0,0
"1182060233047191227",8477,436,2162,420,138,14578,NW,Connecticut Avenue Northwest,2019,Controls,0,0
"13451395625567863344",14231,558,5356,1257,74,22185,NW,Massachusetts Avenue Northwest,2019,Controls,0,0
"4045007658166845552",11842,174,3504,97,59,16484,NW,C Street Northeast,2019,Controls,0,0
"4415948857672508200",13833,543,5047,624,376,21096,NW,Massachusetts Avenue Northwest,2019,Controls,0,0
"7689388173760361370",3220,102,1188,256,0,5256,NW,Maine Avenue Southwest,2019,Controls,0,0
"14714379727707782318",14018,527,5305,1134,10,21723,NW,Massachusetts Avenue Northwest,2019,Controls,0,0
"4028760398194928339",16154,437,9764,245,173,29178,NW,Florida Avenue Northwest,2019,Controls,0,0
"8128986057235950843",10750,345,13667,227,50,25691,NW,Canal Street Southwest,2019,Controls,0,0
"15676735444377896486",9859,593,3318,765,519,18412,NW,Connecticut Avenue Northwest,2019,Controls,0,0
"398171143865927009",21373,456,16621,793,18,42643,NW,Pennsylvania Avenue Southeast,2019,Controls,0,0
"7627965200155252802",21396,455,16609,789,15,42656,NW,Pennsylvania Avenue Southeast,2019,Controls,0,0
"17685506089660538356",14000,571,5326,91,69,21432,NW,Massachusetts Avenue Northwest,2019,Controls,0,0
"13649461324084678693",6145,137,3692,71,377,11920,NW,Massachusetts Avenue Northeast,2019,Controls,0,0
"12575247445021330389",4901,269,1276,341,0,7983,NW,Connecticut Avenue Northwest,2019,Controls,0,0
"2187955097460934505",14022,549,5166,1051,58,21522,NW,Massachusetts Avenue Northwest,2019,Controls,0,0
"16920241681265138244",8239,380,4128,741,10,16193,NW,Pennsylvania Avenue Northwest,2019,Controls,0,0
"14539467972946477339",11538,131,4800,313,12,17501,NW,Florida Avenue Northeast,2019,Controls,0,0
"11311609319278010324",4578,209,2284,112,0,8020,NW,3rd Street Northwest,2019,Controls,0,0
"5029203050144599102",2361,77,651,241,153,3661,NW,Maine Avenue Southwest,2019,Controls,0,0
"5577820413469234857",6357,310,3652,325,13,14012,NW,Pennsylvania Avenue Northwest,2019,Controls,0,0
